Timestamp,Sensor Type,Data,Trigger Event
2024-12-23 10:32:19, 1, 0,  
2024-12-23 10:32:20, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:20, 3, 490.621,  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:20, 1, 0,  
2024-12-23 10:32:20, 2, 29.5196,  
2024-12-23 10:32:21, 1, 0,  
2024-12-23 10:32:22, 1, 0,  
2024-12-23 10:32:23, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:24, 1, 0,  
2024-12-23 10:32:25, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:32:25, 3, 463.03,  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:25, 1, 0,  
2024-12-23 10:32:26, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:27, 1, 0,  
2024-12-23 10:32:28, 1, 0,  
2024-12-23 10:32:29, 1, 0,  
2024-12-23 10:32:30, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:32:30, 3, 477.049,  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:30, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:30, 2, 29.5005,  
2024-12-23 10:32:31, 1, 0,  
2024-12-23 10:32:32, 1, 0,  
2024-12-23 10:32:33, 1, 0,  
2024-12-23 10:32:34, 1, 0,  
2024-12-23 10:32:35, 1, 0,  
2024-12-23 10:32:35, 3, 500, 
2024-12-23 10:32:35, 1, 0,  
2024-12-23 10:32:36, 1, 0,  
2024-12-23 10:32:37, 1, 0,  
2024-12-23 10:32:38, 1, 0,  
2024-12-23 10:32:39, 1, 0,  
2024-12-23 10:32:40, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:40, 3, 494.916,  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:40, 1, 0,  
2024-12-23 10:32:40, 2, 28.8524,  
2024-12-23 10:32:41, 1, 0,  
2024-12-23 10:32:42, 1, 0,  
2024-12-23 10:32:43, 1, 0,  
2024-12-23 10:32:44, 1, 0,  
2024-12-23 10:32:45, 1, 0,  
2024-12-23 10:32:45, 3, 441.333, 
2024-12-23 10:32:45, 1, 0,  
2024-12-23 10:32:46, 1, 0,  
2024-12-23 10:32:47, 1, 0,  
2024-12-23 10:32:48, 1, 0,  
2024-12-23 10:32:49, 1, 0,  
2024-12-23 10:32:50, 1, 0,  
2024-12-23 10:32:50, 3, 452.612, 
2024-12-23 10:32:50, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:32:50, 2, 29.4369,  
2024-12-23 10:32:51, 1, 0,  
2024-12-23 10:32:52, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:32:53, 1, 0,  
2024-12-23 10:32:54, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:32:55, 1, 0,  
2024-12-23 10:32:55, 3, 496.626, 
2024-12-23 10:32:55, 1, 0,  
2024-12-23 10:32:56, 1, 0,  
2024-12-23 10:32:57, 1, 0,  
2024-12-23 10:32:58, 1, 0,  
2024-12-23 10:32:59, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:00, 1, 0,  
2024-12-23 10:33:00, 3, 500, 
2024-12-23 10:33:00, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:00, 2, 29.5482,  
2024-12-23 10:33:01, 1, 0,  
2024-12-23 10:33:02, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:03, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:04, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:05, 1, 0,  
2024-12-23 10:33:05, 3, 498.693, 
2024-12-23 10:33:05, 1, 0,  
2024-12-23 10:33:06, 1, 0,  
2024-12-23 10:33:07, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:08, 1, 0,  
2024-12-23 10:33:09, 1, 0,  
2024-12-23 10:33:10, 1, 0,  
2024-12-23 10:33:10, 3, 500, 
2024-12-23 10:33:10, 1, 0,  
2024-12-23 10:33:10, 2, 29.2767,  
2024-12-23 10:33:11, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:12, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:13, 1, 0,  
2024-12-23 10:33:14, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:15, 1, 0,  
2024-12-23 10:33:15, 3, 491.373, 
2024-12-23 10:33:15, 1, 0,  
2024-12-23 10:33:16, 1, 0,  
2024-12-23 10:33:17, 1, 0,  
2024-12-23 10:33:18, 1, 0,  
2024-12-23 10:33:19, 1, 0,  
2024-12-23 10:33:20, 1, 0,  
2024-12-23 10:33:20, 3, 492.861, 
2024-12-23 10:33:20, 1, 0,  
2024-12-23 10:33:20, 2, 29.118,  
2024-12-23 10:33:21, 1, 0,  
2024-12-23 10:33:22, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:23, 1, 0,  
2024-12-23 10:33:24, 1, 0,  
2024-12-23 10:33:25, 1, 0,  
2024-12-23 10:33:25, 3, 459.757, 
2024-12-23 10:33:25, 1, 0,  
2024-12-23 10:33:26, 1, 0,  
2024-12-23 10:33:27, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:28, 1, 0,  
2024-12-23 10:33:29, 1, 0,  
2024-12-23 10:33:30, 1, 0,  
2024-12-23 10:33:30, 3, 485.193, 
2024-12-23 10:33:30, 1, 0,  
2024-12-23 10:33:30, 2, 28.9749,  
2024-12-23 10:33:31, 1, 0,  
2024-12-23 10:33:32, 1, 0,  
2024-12-23 10:33:33, 1, 0,  
2024-12-23 10:33:34, 1, 0,  
2024-12-23 10:33:35, 1, 0,  
2024-12-23 10:33:35, 3, 465.869, 
2024-12-23 10:33:35, 1, 0,  
2024-12-23 10:33:36, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:37, 1, 0,  
2024-12-23 10:33:38, 1, 0,  
2024-12-23 10:33:39, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:40, 1, 0,  
2024-12-23 10:33:40, 3, 485.141, 
2024-12-23 10:33:40, 1, 0,  
2024-12-23 10:33:40, 2, 28.5042,  
2024-12-23 10:33:41, 1, 0,  
2024-12-23 10:33:42, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:43, 1, 0,  
2024-12-23 10:33:44, 1, 0,  
2024-12-23 10:33:45, 1, 0,  
2024-12-23 10:33:45, 3, 478.357, 
2024-12-23 10:33:45, 1, 0,  
2024-12-23 10:33:46, 1, 0,  
2024-12-23 10:33:47, 1, 0,  
2024-12-23 10:33:48, 1, 0,  
2024-12-23 10:33:49, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:50, 1, 0,  
2024-12-23 10:33:50, 3, 465.243, 
2024-12-23 10:33:50, 1, 0,  
2024-12-23 10:33:50, 2, 29.6391,  
2024-12-23 10:33:51, 1, 0,  
2024-12-23 10:33:52, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:53, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:33:54, 1, 0,  
2024-12-23 10:33:55, 1, 0,  
2024-12-23 10:33:55, 3, 475.173, 
2024-12-23 10:33:55, 1, 0,  
2024-12-23 10:33:56, 1, 0,  
2024-12-23 10:33:57, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:33:58, 1, 0,  
2024-12-23 10:33:59, 1, 0,  
2024-12-23 10:34:00, 1, 0,  
2024-12-23 10:34:00, 3, 485.302, 
2024-12-23 10:34:00, 1, 0,  
2024-12-23 10:34:00, 2, 30,  
2024-12-23 10:34:01, 1, 0,  
2024-12-23 10:34:02, 1, 0,  
2024-12-23 10:34:03, 1, 0,  
2024-12-23 10:34:04, 1, 0,  
2024-12-23 10:34:05, 1, 0,  
2024-12-23 10:34:05, 3, 469.188, 
2024-12-23 10:34:05, 1, 0,  
2024-12-23 10:34:06, 1, 0,  
2024-12-23 10:34:07, 1, 0,  
2024-12-23 10:34:08, 1, 0,  
2024-12-23 10:34:09, 1, 0,  
2024-12-23 10:34:10, 1, 0,  
2024-12-23 10:34:10, 3, 499.225, 
2024-12-23 10:34:10, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:10, 2, 29.7436,  
2024-12-23 10:34:11, 1, 0,  
2024-12-23 10:34:12, 1, 0,  
2024-12-23 10:34:13, 1, 0,  
2024-12-23 10:34:14, 1, 0,  
2024-12-23 10:34:15, 1, 0,  
2024-12-23 10:34:15, 3, 500, 
2024-12-23 10:34:15, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:16, 1, 0,  
2024-12-23 10:34:17, 1, 0,  
2024-12-23 10:34:18, 1, 0,  
2024-12-23 10:34:19, 1, 0,  
2024-12-23 10:34:20, 1, 0,  
2024-12-23 10:34:20, 3, 481.968, 
2024-12-23 10:34:20, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:20, 2, 29.1683,  
2024-12-23 10:34:21, 1, 0,  
2024-12-23 10:34:22, 1, 0,  
2024-12-23 10:34:23, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:24, 1, 0,  
2024-12-23 10:34:25, 1, 0,  
2024-12-23 10:34:25, 3, 500, 
2024-12-23 10:34:25, 1, 0,  
2024-12-23 10:34:26, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:27, 1, 0,  
2024-12-23 10:34:28, 1, 0,  
2024-12-23 10:34:29, 1, 0,  
2024-12-23 10:34:30, 1, 0,  
2024-12-23 10:34:30, 3, 470.481, 
2024-12-23 10:34:30, 1, 0,  
2024-12-23 10:34:30, 2, 29.8611,  
2024-12-23 10:34:31, 1, 0,  
2024-12-23 10:34:32, 1, 0,  
2024-12-23 10:34:33, 1, 0,  
2024-12-23 10:34:34, 1, 0,  
2024-12-23 10:34:35, 1, 0,  
2024-12-23 10:34:35, 3, 486.884, 
2024-12-23 10:34:35, 1, 0,  
2024-12-23 10:34:36, 1, 0,  
2024-12-23 10:34:37, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:38, 1, 0,  
2024-12-23 10:34:39, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:40, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:40, 3, 485.299,  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:40, 1, 0,  
2024-12-23 10:34:40, 2, 29.626,  
2024-12-23 10:34:41, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:42, 1, 0,  
2024-12-23 10:34:43, 1, 0,  
2024-12-23 10:34:44, 1, 0,  
2024-12-23 10:34:45, 1, 0,  
2024-12-23 10:34:45, 3, 472.159, 
2024-12-23 10:34:45, 1, 0,  
2024-12-23 10:34:46, 1, 0,  
2024-12-23 10:34:47, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:48, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:49, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:50, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:50, 3, 500,  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:50, 1, 0,  
2024-12-23 10:34:50, 2, 30,  
2024-12-23 10:34:51, 1, 0,  
2024-12-23 10:34:52, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:53, 1, 0,  
2024-12-23 10:34:54, 1, 0,  
2024-12-23 10:34:55, 1, 0,  
2024-12-23 10:34:55, 3, 477.478, 
2024-12-23 10:34:55, 1, 0,  
2024-12-23 10:34:56, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:34:57, 1, 0,  
2024-12-23 10:34:58, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:34:59, 1, 0,  
2024-12-23 10:35:00, 1, 0,  
2024-12-23 10:35:00, 3, 500, 
2024-12-23 10:35:00, 1, 0,  
2024-12-23 10:35:00, 2, 29.6789,  
2024-12-23 10:35:01, 1, 0,  
2024-12-23 10:35:02, 1, 0,  
2024-12-23 10:35:03, 1, 0,  
2024-12-23 10:35:04, 1, 0,  
2024-12-23 10:35:05, 1, 0,  
2024-12-23 10:35:05, 3, 483.146, 
2024-12-23 10:35:05, 1, 0,  
2024-12-23 10:35:06, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:07, 1, 0,  
2024-12-23 10:35:08, 1, 0,  
2024-12-23 10:35:09, 1, 0,  
2024-12-23 10:35:10, 1, 0,  
2024-12-23 10:35:10, 3, 483.564, 
2024-12-23 10:35:10, 1, 0,  
2024-12-23 10:35:10, 2, 29.1517,  
2024-12-23 10:35:11, 1, 0,  
2024-12-23 10:35:12, 1, 0,  
2024-12-23 10:35:13, 1, 0,  
2024-12-23 10:35:14, 1, 0,  
2024-12-23 10:35:15, 1, 0,  
2024-12-23 10:35:15, 3, 500, 
2024-12-23 10:35:15, 1, 0,  
2024-12-23 10:35:16, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:17, 1, 0,  
2024-12-23 10:35:18, 1, 0,  
2024-12-23 10:35:19, 1, 0,  
2024-12-23 10:35:20, 1, 0,  
2024-12-23 10:35:20, 3, 475.777, 
2024-12-23 10:35:20, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:20, 2, 30,  
2024-12-23 10:35:21, 1, 0,  
2024-12-23 10:35:22, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:35:23, 1, 0,  
2024-12-23 10:35:24, 1, 0,  
2024-12-23 10:35:25, 1, 0,  
2024-12-23 10:35:25, 3, 490.762, 
2024-12-23 10:35:25, 1, 0,  
2024-12-23 10:35:26, 1, 0,  
2024-12-23 10:35:27, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:28, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:35:29, 1, 0,  
2024-12-23 10:35:30, 1, 0,  
2024-12-23 10:35:30, 3, 466.549, 
2024-12-23 10:35:30, 1, 0,  
2024-12-23 10:35:30, 2, 29.7484,  
2024-12-23 10:35:31, 1, 0,  
2024-12-23 10:35:32, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:33, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:35:34, 1, 1, Set off Intrusion Alarm! 
2024-12-23 10:35:35, 1, 0,  
2024-12-23 10:35:35, 3, 480.484, 
2024-12-23 10:35:35, 1, 0,  
2024-12-23 10:35:36, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:37, 1, 0,  
2024-12-23 10:35:38, 1, 0,  
2024-12-23 10:35:39, 1, 0,  
2024-12-23 10:35:40, 1, 0,  
2024-12-23 10:35:40, 3, 454.973, 
2024-12-23 10:35:40, 1, 0,  
2024-12-23 10:35:40, 2, 29.5828,  
2024-12-23 10:35:41, 1, 0,  
2024-12-23 10:35:42, 1, 0,  
2024-12-23 10:35:43, 1, 0,  
2024-12-23 10:35:44, 1, 0,  
2024-12-23 10:35:45, 1, 0,  
2024-12-23 10:35:45, 3, 500, 
2024-12-23 10:35:45, 1, 0,  
2024-12-23 10:35:46, 1, 0,  
2024-12-23 10:35:47, 1, 0,  
2024-12-23 10:35:48, 1, 0,  
2024-12-23 10:35:49, 1, 0,  
2024-12-23 10:35:50, 1, 0,  
2024-12-23 10:35:50, 3, 495.393, 
2024-12-23 10:35:50, 1, 0,  
2024-12-23 10:35:50, 2, 28.1773,  
2024-12-23 10:35:51, 1, 0,  
2024-12-23 10:35:52, 1, 0,  
2024-12-23 10:35:53, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:35:54, 1, 0,  
2024-12-23 10:35:55, 1, 0,  
2024-12-23 10:35:55, 3, 482.512, 
2024-12-23 10:35:55, 1, 0,  
2024-12-23 10:35:56, 1, 0,  
2024-12-23 10:35:57, 1, 0,  
2024-12-23 10:35:58, 1, 0,  
2024-12-23 10:35:59, 1, 0,  
2024-12-23 10:36:00, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:36:00, 3, 500,  Adjusted brightness to 300.0 lux.
2024-12-23 10:36:00, 1, 0,  
2024-12-23 10:36:00, 2, 29.5995,  
2024-12-23 10:36:01, 1, 0,  
2024-12-23 10:36:02, 1, 1, Set off Intrusion Alarm!  Adjusted brightness to 300.0 lux.
2024-12-23 10:36:03, 1, 0,  
2024-12-23 10:36:04, 1, 0,  
2024-12-23 10:36:05, 1, 0,  
2024-12-23 10:36:05, 3, 492.123, 
2024-12-23 10:36:05, 1, 0,  
